date,pseudo,contexte,composant,evenement
2024-09-16 09:51:09,829,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-09-16 09:51:26,829,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-16 09:52:18,829,Fichier: Fiche de cours sur les itérations,Fichier,Module de cours consulté
2024-09-16 09:52:19,829,Fichier: Exemples sur les itérations,Fichier,Module de cours consulté
2024-09-16 09:52:27,829,Fichier: Fiche de cours sur les itérations,Fichier,Module de cours consulté
2024-09-16 09:52:29,829,Fichier: Exemples sur les itérations,Fichier,Module de cours consulté
2024-09-16 09:56:49,169,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-16 09:56:53,169,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-09-16 09:57:03,169,Fichier: Logiciels à installer sur votre ordinateur,Fichier,Module de cours consulté
2024-09-16 09:57:11,169,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-09-16 09:57:28,169,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-16 09:58:36,169,Fichier: Leçon 0 – Résumé,Fichier,Module de cours consulté
2024-09-16 10:05:31,121,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-16 10:06:00,121,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Module de cours consulté
2024-09-16 10:06:09,121,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test consultée
2024-09-16 10:06:09,121,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test commencée
2024-09-16 10:07:23,282,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-16 10:07:31,282,Autre,Fichier,Module de cours consulté
2024-09-16 10:07:38,282,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-16 10:07:43,282,Fichier: Contrat,Fichier,Module de cours consulté
2024-09-16 10:08:28,121,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test modifiée
2024-09-16 10:08:29,121,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Résumé de tentative de test consulté
2024-09-16 10:08:57,121,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test consultée
2024-09-16 10:09:50,121,Fichier: Leçon 0 – Résumé,Fichier,Module de cours consulté
2024-09-16 10:10:11,121,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Module de cours consulté
2024-09-16 10:10:27,121,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test consultée
2024-09-16 10:12:05,121,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test modifiée
2024-09-16 10:12:06,121,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Résumé de tentative de test consulté
2024-09-16 10:12:11,121,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test envoyée
2024-09-16 10:12:11,121,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-09-16 10:12:12,121,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test relue
2024-09-16 10:38:50,705,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-16 10:39:02,705,Autre,Fichier,Module de cours consulté
2024-09-16 10:39:09,705,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-16 10:39:15,705,Fichier: Leçon 0 – Résumé,Fichier,Module de cours consulté
2024-09-16 10:39:30,705,Autre,Fichier,Module de cours consulté
2024-09-16 10:41:05,705,Fichier: Fiche de cours sur les notions de base pour écrire un algorithme,Fichier,Module de cours consulté
2024-09-16 10:41:31,705,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Module de cours consulté
2024-09-16 10:41:45,705,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-16 11:23:53,602,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-16 11:23:59,602,Fichier: Contrat,Fichier,Module de cours consulté
2024-09-16 15:32:03,602,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-16 15:32:09,602,Autre,Fichier,Module de cours consulté
2024-09-16 16:17:20,322,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Profil utilisateur consulté
2024-09-16 16:17:24,322,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-16 16:17:44,322,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Profil utilisateur consulté
2024-09-16 16:17:56,322,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-16 16:18:40,322,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-16 16:18:41,322,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Liste d’utilisateurs consultée
2024-09-16 16:54:06,433,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-16 16:55:46,433,Fichier: ModeEmploiAlgo,Fichier,Module de cours consulté
2024-09-16 17:00:06,433,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-16 17:00:15,433,Fichier: Conseils,Fichier,Module de cours consulté
2024-09-16 18:00:23,322,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-16 18:00:35,322,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Liste d’utilisateurs consultée
2024-09-16 18:00:54,322,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-16 18:01:00,322,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-16 18:56:57,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-16 18:57:05,117,Test: Quiz – Leçon 1 : base,Test,Module de cours consulté
2024-09-16 18:57:12,117,Test: Quiz – Leçon 1 : base,Test,Tentative de test consultée
2024-09-16 18:57:12,117,Test: Quiz – Leçon 1 : base,Test,Tentative de test commencée
2024-09-16 18:58:42,117,Test: Quiz – Leçon 1 : base,Test,Tentative de test modifiée
2024-09-16 18:58:43,117,Test: Quiz – Leçon 1 : base,Test,Résumé de tentative de test consulté
2024-09-16 18:58:47,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-09-16 18:58:47,117,Test: Quiz – Leçon 1 : base,Test,Tentative de test envoyée
2024-09-16 18:58:48,117,Test: Quiz – Leçon 1 : base,Test,Tentative de test relue
2024-09-16 18:59:03,117,Test: Quiz – Leçon 1 : booléens,Test,Module de cours consulté
2024-09-16 18:59:07,117,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test consultée
2024-09-16 18:59:07,117,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test commencée
2024-09-16 19:00:13,117,Test: Quiz – Leçon 1 : booléens,Test,Module de cours consulté
2024-09-16 19:09:40,433,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-16 19:14:35,602,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-16 19:29:44,117,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test consultée
2024-09-16 19:31:34,117,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test modifiée
2024-09-16 19:31:35,117,Test: Quiz – Leçon 1 : booléens,Test,Résumé de tentative de test consulté
2024-09-16 19:31:41,117,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test envoyée
2024-09-16 19:31:42,117,Test: Quiz – Leçon 1 : booléens,Test,Tentative de test relue
2024-09-16 19:31:59,117,Test: Quiz – Leçon 1 : algorithmes,Test,Module de cours consulté
2024-09-16 19:32:05,117,Test: Quiz – Leçon 1 : algorithmes,Test,Tentative de test consultée
2024-09-16 19:32:05,117,Test: Quiz – Leçon 1 : algorithmes,Test,Tentative de test commencée
2024-09-16 19:33:08,117,Test: Quiz – Leçon 1 : algorithmes,Test,Tentative de test modifiée
2024-09-16 19:33:09,117,Test: Quiz – Leçon 1 : algorithmes,Test,Résumé de tentative de test consulté
2024-09-16 19:33:13,117,Test: Quiz – Leçon 1 : algorithmes,Test,Tentative de test envoyée
2024-09-16 19:33:14,117,Test: Quiz – Leçon 1 : algorithmes,Test,Tentative de test relue
2024-09-16 19:33:20,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-16 19:33:25,117,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Module de cours consulté
2024-09-16 19:33:31,117,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test commencée
2024-09-16 19:33:31,117,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test consultée
2024-09-16 19:35:30,117,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test modifiée
2024-09-16 19:35:31,117,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Résumé de tentative de test consulté
2024-09-16 19:35:35,117,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test envoyée
2024-09-16 19:35:36,117,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test relue
2024-09-16 19:35:45,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-16 19:36:18,117,Test: Quiz – Leçon 2,Test,Module de cours consulté
2024-09-16 19:36:21,117,Test: Quiz – Leçon 2,Test,Tentative de test commencée
2024-09-16 19:36:21,117,Test: Quiz – Leçon 2,Test,Tentative de test consultée
2024-09-16 19:37:06,117,Test: Quiz – Leçon 2,Test,Tentative de test modifiée
2024-09-16 19:37:07,117,Test: Quiz – Leçon 2,Test,Résumé de tentative de test consulté
2024-09-16 19:37:10,117,Test: Quiz – Leçon 2,Test,Tentative de test envoyée
2024-09-16 19:37:11,117,Test: Quiz – Leçon 2,Test,Tentative de test relue
2024-09-16 19:37:16,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-16 19:37:19,117,Test: Test : Ch. 2 – Conditionnelle simple,Test,Module de cours consulté
2024-09-16 19:37:23,117,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test commencée
2024-09-16 19:37:23,117,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test consultée
2024-09-16 19:39:50,117,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test modifiée
2024-09-16 19:39:51,117,Test: Test : Ch. 2 – Conditionnelle simple,Test,Résumé de tentative de test consulté
2024-09-16 19:39:54,117,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test envoyée
2024-09-16 19:39:56,117,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test relue
2024-09-16 19:40:26,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-16 19:40:28,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-16 19:41:46,117,Test: Quiz – Leçon 3,Test,Module de cours consulté
2024-09-16 19:41:49,117,Test: Quiz – Leçon 3,Test,Tentative de test commencée
2024-09-16 19:41:49,117,Test: Quiz – Leçon 3,Test,Tentative de test consultée
2024-09-16 19:43:29,117,Test: Quiz – Leçon 3,Test,Tentative de test modifiée
2024-09-16 19:43:30,117,Test: Quiz – Leçon 3,Test,Résumé de tentative de test consulté
2024-09-16 19:43:34,117,Test: Quiz – Leçon 3,Test,Tentative de test envoyée
2024-09-16 19:43:35,117,Test: Quiz – Leçon 3,Test,Tentative de test relue
2024-09-16 19:44:04,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-16 19:44:48,117,Test: Test : Ch. 3 – Les itérations,Test,Module de cours consulté
2024-09-16 19:44:53,117,Test: Test : Ch. 3 – Les itérations,Test,Tentative de test commencée
2024-09-16 19:44:54,117,Test: Test : Ch. 3 – Les itérations,Test,Tentative de test consultée
2024-09-16 19:47:00,117,Test: Test : Ch. 3 – Les itérations,Test,Tentative de test modifiée
2024-09-16 19:47:01,117,Test: Test : Ch. 3 – Les itérations,Test,Résumé de tentative de test consulté
2024-09-16 19:47:05,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-09-16 19:47:05,117,Test: Test : Ch. 3 – Les itérations,Test,Tentative de test envoyée
2024-09-16 19:47:06,117,Test: Test : Ch. 3 – Les itérations,Test,Tentative de test relue
2024-09-16 19:52:22,602,Fichier: Fiche de cours sur les notions de base pour écrire un algorithme,Fichier,Module de cours consulté
2024-09-16 20:00:47,602,Fichier: Leçon 0 – Résumé,Fichier,Module de cours consulté
2024-09-16 21:25:15,117,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-16 21:25:27,117,Fichier: Fiche de cours sur les sous-algorithmes,Fichier,Module de cours consulté
2024-09-16 21:58:26,163,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-17 07:50:53,322,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-09-17 07:51:37,322,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-17 07:52:20,322,Autre,Fichier,Module de cours consulté
2024-09-17 07:52:26,322,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-17 07:53:17,322,Fichier: ModeEmploiAlgo,Fichier,Module de cours consulté
2024-09-17 07:53:22,322,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-17 07:53:28,322,Fichier: Méthodologie ,Fichier,Module de cours consulté
2024-09-17 07:53:33,322,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Module de cours consulté
2024-09-17 07:53:39,322,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-17 07:53:42,322,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Module de cours consulté
2024-09-17 07:53:46,322,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test commencée
2024-09-17 07:53:46,322,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test consultée
2024-09-17 07:56:33,322,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test modifiée
2024-09-17 07:56:34,322,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Résumé de tentative de test consulté
2024-09-17 07:56:38,322,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-09-17 07:56:38,322,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test envoyée
2024-09-17 07:56:39,322,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test relue
2024-09-17 07:57:14,322,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-17 07:57:17,322,Test: Test : Ch. 2 – Conditionnelle simple,Test,Module de cours consulté
2024-09-17 07:57:20,322,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test commencée
2024-09-17 07:57:21,322,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test consultée
2024-09-17 08:20:15,717,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-17 08:57:30,101,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-09-17 08:57:33,101,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-17 08:58:13,101,Fichier: Leçon 0 – Résumé,Fichier,Module de cours consulté
2024-09-17 08:58:43,101,Fichier: Fiche de cours sur les notions de base pour écrire un algorithme,Fichier,Module de cours consulté
2024-09-17 08:59:49,668,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-17 09:00:02,101,Fichier: Feuille de TD 1,Fichier,Module de cours consulté
2024-09-17 09:00:13,668,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-17 09:00:54,717,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-17 09:00:58,717,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Liste d’utilisateurs consultée
2024-09-17 09:01:18,668,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-09-17 09:01:55,717,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-17 09:02:04,717,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Liste d’utilisateurs consultée
2024-09-17 09:02:07,668,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-09-17 09:02:12,101,Fichier: ModeEmploiAlgo,Fichier,Module de cours consulté
2024-09-17 09:02:17,101,Fichier: ModeEmploiAlgo,Fichier,Module de cours consulté
2024-09-17 09:02:23,101,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-17 09:04:13,101,Fichier: Conseils,Fichier,Module de cours consulté
2024-09-17 09:07:21,101,Fichier: Conventions,Fichier,Module de cours consulté
2024-09-17 09:07:24,101,Fichier: Méthodologie ,Fichier,Module de cours consulté
2024-09-17 09:08:24,101,Fichier: Contrat,Fichier,Module de cours consulté
2024-09-17 09:09:04,101,Autre,Fichier,Module de cours consulté
2024-09-17 09:09:19,101,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-17 09:09:23,101,Fichier: Leçon 0 – Résumé,Fichier,Module de cours consulté
2024-09-17 09:09:30,101,Autre,Fichier,Module de cours consulté
2024-09-17 09:12:54,101,Fichier: Fiche de cours sur les notions de base pour écrire un algorithme,Fichier,Module de cours consulté
2024-09-17 09:12:56,101,Fichier: Exemples sur les notions de base,Fichier,Module de cours consulté
2024-09-17 09:33:16,101,Fichier: Exemples sur les notions de base,Fichier,Module de cours consulté
2024-09-17 09:33:25,101,Fichier: Exemples sur les notions de base,Fichier,Module de cours consulté
2024-09-17 11:08:36,322,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-17 11:54:32,475,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-17 11:54:54,475,Fichier: Leçon 0 – Résumé,Fichier,Module de cours consulté
2024-09-17 11:55:11,475,Fichier: Fiche de cours sur les notions de base pour écrire un algorithme,Fichier,Module de cours consulté
2024-09-17 13:59:22,322,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-17 13:59:33,322,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-09-17 15:23:40,602,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-17 15:24:01,602,Fichier: Feuille de TD 1,Fichier,Module de cours consulté
2024-09-17 15:24:19,357,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-17 15:24:21,602,Fichier: Fiche de cours sur les notions de base pour écrire un algorithme,Fichier,Module de cours consulté
2024-09-17 15:25:09,602,Fichier: Exemples sur les notions de base,Fichier,Module de cours consulté
2024-09-17 15:26:46,357,Fichier: ModeEmploiAlgo,Fichier,Module de cours consulté
2024-09-17 16:34:26,29,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-17 16:34:49,29,Autre,Fichier,Module de cours consulté
2024-09-17 16:41:54,29,Autre,Fichier,Module de cours consulté
2024-09-17 16:42:01,29,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-17 16:42:05,29,Fichier: Leçon 0 – Résumé,Fichier,Module de cours consulté
2024-09-17 16:43:02,29,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Module de cours consulté
2024-09-17 16:43:20,29,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test commencée
2024-09-17 16:43:21,29,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test consultée
2024-09-17 16:45:21,29,Fichier: Fiche de cours sur les notions de base pour écrire un algorithme,Fichier,Module de cours consulté
2024-09-17 16:54:56,29,Fichier: ModeEmploiAlgo,Fichier,Module de cours consulté
2024-09-17 17:20:27,817,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-17 17:20:38,817,Fichier: ModeEmploiAlgo,Fichier,Module de cours consulté
2024-09-17 17:21:59,817,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-17 17:22:06,817,Fichier: Conseils,Fichier,Module de cours consulté
2024-09-17 17:22:59,817,Fichier: Conventions,Fichier,Module de cours consulté
2024-09-17 17:23:46,817,Fichier: Méthodologie ,Fichier,Module de cours consulté
2024-09-17 17:25:11,817,Fichier: Contrat,Fichier,Module de cours consulté
2024-09-17 17:40:59,817,Autre,Fichier,Module de cours consulté
2024-09-17 17:48:18,817,Autre,Fichier,Module de cours consulté
2024-09-17 17:48:41,817,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-17 17:48:47,817,Fichier: Leçon 0 – Résumé,Fichier,Module de cours consulté
2024-09-17 17:51:21,817,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Module de cours consulté
2024-09-17 17:51:26,817,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test commencée
2024-09-17 17:51:26,817,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test consultée
2024-09-17 17:53:28,817,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test modifiée
2024-09-17 17:53:29,817,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Résumé de tentative de test consulté
2024-09-17 17:53:34,817,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test envoyée
2024-09-17 17:53:34,817,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-09-17 17:53:35,817,"Test: Test : Ch. 1 – Variable, type et instructions de base",Test,Tentative de test relue
2024-09-17 17:54:33,817,Test: Test : Ch. 2 – Conditionnelle simple,Test,Module de cours consulté
2024-09-17 17:54:39,817,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test commencée
2024-09-17 17:54:39,817,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test consultée
2024-09-17 17:59:36,817,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test modifiée
2024-09-17 17:59:37,817,Test: Test : Ch. 2 – Conditionnelle simple,Test,Résumé de tentative de test consulté
2024-09-17 17:59:42,817,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test envoyée
2024-09-17 17:59:42,817,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-09-17 17:59:44,817,Test: Test : Ch. 2 – Conditionnelle simple,Test,Tentative de test relue
2024-09-17 18:04:25,553,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-17 18:04:47,553,Fichier: ModeEmploiAlgo,Fichier,Module de cours consulté
2024-09-17 18:04:52,553,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-17 18:04:55,553,Fichier: ModeEmploiAlgo,Fichier,Module de cours consulté
2024-09-17 18:05:03,553,Fichier: Conventions,Fichier,Module de cours consulté
2024-09-17 18:05:15,553,Fichier: Leçon 0 – Résumé,Fichier,Module de cours consulté
2024-09-17 18:05:29,553,Fichier: Fiche de cours sur les notions de base pour écrire un algorithme,Fichier,Module de cours consulté
2024-09-17 19:06:03,829,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-17 19:06:53,829,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #2,Système,Cours consulté
2024-09-17 19:13:36,602,Fichier: Solution de la feuille de TD 1,Fichier,Module de cours consulté
2024-09-17 19:18:49,829,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Cours consulté
2024-09-17 19:18:58,829,Fichier: Exemples sur les tableaux à une dimension,Fichier,Module de cours consulté
2024-09-17 19:19:00,829,Fichier: Fiche sur les tableaux ,Fichier,Module de cours consulté
2024-09-17 20:30:27,817,Test: Test : Ch. 3 – Les itérations,Test,Module de cours consulté
2024-09-17 20:30:32,817,Test: Test : Ch. 3 – Les itérations,Test,Tentative de test commencée
2024-09-17 20:30:33,817,Test: Test : Ch. 3 – Les itérations,Test,Tentative de test consultée
2024-09-17 20:34:22,817,Test: Test : Ch. 3 – Les itérations,Test,Tentative de test modifiée
2024-09-17 20:34:23,817,Test: Test : Ch. 3 – Les itérations,Test,Résumé de tentative de test consulté
2024-09-17 20:34:27,817,Test: Test : Ch. 3 – Les itérations,Test,Tentative de test envoyée
2024-09-17 20:34:27,817,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-09-17 20:34:28,817,Test: Test : Ch. 3 – Les itérations,Test,Tentative de test relue
2024-09-17 20:35:44,817,Test: Test : Ch. 3 – Les itérations,Test,Module de cours consulté
2024-09-17 20:35:49,817,Test: Test : Ch. 4 – Sous-algorithmes,Test,Module de cours consulté
2024-09-17 20:35:53,817,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test commencée
2024-09-17 20:35:53,817,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test consultée
2024-09-17 20:39:53,817,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test modifiée
2024-09-17 20:39:54,817,Test: Test : Ch. 4 – Sous-algorithmes,Test,Résumé de tentative de test consulté
2024-09-17 20:39:59,817,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-09-17 20:39:59,817,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test relue
2024-09-17 20:39:59,817,Test: Test : Ch. 4 – Sous-algorithmes,Test,Tentative de test envoyée
2024-09-17 20:41:22,817,Test: Test : Ch. 4 – Sous-algorithmes,Test,Module de cours consulté
2024-09-17 20:41:43,817,Test: Test : Ch. 5 – Tableau à une dimension,Test,Module de cours consulté
2024-09-17 20:41:48,817,Test: Test : Ch. 5 – Tableau à une dimension,Test,Tentative de test commencée
2024-09-17 20:41:48,817,Test: Test : Ch. 5 – Tableau à une dimension,Test,Tentative de test consultée
2024-09-17 20:43:25,817,Test: Test : Ch. 5 – Tableau à une dimension,Test,Tentative de test modifiée
2024-09-17 20:43:26,817,Test: Test : Ch. 5 – Tableau à une dimension,Test,Résumé de tentative de test consulté
2024-09-17 20:43:31,817,Test: Test : Ch. 5 – Tableau à une dimension,Test,Tentative de test envoyée
2024-09-17 20:43:31,817,Cours: PASS - S1 - UE Disciplinaire Informatique : partie #1,Système,Utilisateur évalué
2024-09-17 20:43:32,817,Test: Test : Ch. 5 – Tableau à une dimension,Test,Tentative de test relue
2024-09-17 20:44:42,817,Test: Test : Ch. 6 – Tableau à plusieurs dimensions,Test,Module de cours consulté
2024-09-17 20:44:48,817,Test: Test : Ch. 6 – Tableau à plusieurs dimensions,Test,Tentative de test consultée
2024-09-17 20:44:48,817,Test: Test : Ch. 6 – Tableau à plusieurs dimensions,Test,Tentative de test commencée
